metric,param,mu_star,mu_star_conf,sigma
MeanExposure,c_roll,0.021547256858332812,0.012875234212115047,0.03970706803367445
MeanExposure,ref_speed_frac,0.41574566122937595,0.18013188259694288,0.43340032919156896
MeanExposure,k_s,0.22044630013081665,0.14367384237418357,0.3265286598066113
MeanExposure,breakaway_speed_frac,0.20188288985722772,0.10188820498566173,0.28941475984497766
MeanExposure,breakaway_cooldown_steps,0.10886305470198135,0.031733556408850803,0.08555146261661098
MeanExposure,utility_decay,0.010426382760668663,0.008735017427986052,0.023824291793067914
MeanExposure,evo_noise,0.015477582245662405,0.013317497793592486,0.03118743777837115
MeanExposure,sim_scale,0.0,0.0,0.0
MeanExposure,evo_bottom_frac,0.037319544350105725,0.02436797879075389,0.06821992578432091
MeanExposure,evo_top_frac,0.027771268706911746,0.015399952799321383,0.047559599206224504
MeanExposure,imitation_mu,0.028194277612590003,0.015850784079113757,0.04667521712808747
MeanExposure,n_agents,0.08580874618310987,0.03281591375627325,0.09187595165383516
MeanExposure,n_teams,0.017757844538785147,0.011140091254353408,0.03402799023702805
TotalTime,w_max10_mean,32139.630000000005,8887.673997759544,20744.746857206497
TotalTime,w_max10_std,5672.609999999991,2333.730618393389,6300.918683468643
TotalTime,cp_fraction,15122.894999999995,3958.043051521295,17596.680443504552
TotalTime,recovery_rate,1542.2849999999976,1665.1739241870625,3746.7724280582966
TotalTime,k_aero,45839.174999999996,10774.793155492358,25499.973115875913
TotalTime,c_roll,5022.4199999999955,1044.6156562113226,2830.977360633787
TotalTime,ref_speed_frac,48527.265,22818.872704116624,58925.60660126305
TotalTime,k_s,14629.440000000002,11734.584684767024,27859.657632042647
TotalTime,breakaway_speed_frac,5758.350000000004,4935.39185885542,11151.533639157582
TotalTime,breakaway_cooldown_steps,2081.729999999998,1407.8981600549032,3586.146204698534
TotalTime,utility_decay,231.43500000000077,304.88072585313233,672.3180225513503
TotalTime,evo_noise,234.48000000000175,240.04142251876007,592.158112420378
TotalTime,sim_scale,0.0,0.0,0.0
TotalTime,evo_bottom_frac,558.525,414.07657260316233,1039.4995824788348
TotalTime,evo_top_frac,178.56000000000023,153.952305247702,416.81582566682675
TotalTime,imitation_mu,676.4549999999977,676.9109987920399,1636.6355603316522
TotalTime,n_agents,297416.53500000003,23659.669572893705,57142.149422786664
TotalTime,n_teams,695.3850000000014,698.2572574698041,1706.6578360474364
MeanTime,w_max10_mean,310.46821874999995,33.765836019531704,79.15245809593833
MeanTime,w_max10_std,49.284078125000164,11.648208441567833,32.426690273442546
MeanTime,cp_fraction,162.22869669117637,75.8397463018113,218.89083664683983
MeanTime,recovery_rate,17.524406249999988,12.379859966824828,34.20452966746975
MeanTime,k_aero,398.19696599264705,20.580860967900723,48.805484667518606
MeanTime,c_roll,43.76143658088217,7.292057009513365,17.090243744028378
MeanTime,ref_speed_frac,395.8052426470587,155.56669034046845,371.4347378305914
MeanTime,k_s,165.7028547794118,95.86612589969796,230.82640511315657
MeanTime,breakaway_speed_frac,52.74318198529411,35.470668855462954,92.78011374177179
MeanTime,breakaway_cooldown_steps,24.63301930147059,26.251584578386314,66.7268194500011
MeanTime,utility_decay,1.481176470588133,1.8643203528163006,4.3356505513323516
MeanTime,evo_noise,3.3900533088234623,3.151063832343469,7.96550942351691
MeanTime,sim_scale,0.0,0.0,0.0
MeanTime,evo_bottom_frac,8.26377849264706,7.611279134007499,17.323918956024436
MeanTime,evo_top_frac,4.551078124999935,5.222165825597051,11.766503101832132
MeanTime,imitation_mu,6.671465992647063,6.168962128453679,16.013929735895573
MeanTime,n_agents,19.988863970588376,9.957959482625412,22.517372629983132
MeanTime,n_teams,4.328340073529404,3.839843166272087,9.561343271950756
TotalStaminaSpent,w_max10_mean,22591.539613265108,23990.515574251043,56462.03830169287
TotalStaminaSpent,w_max10_std,9433.700196265248,7018.978553677867,18575.683120918173
TotalStaminaSpent,cp_fraction,124808.80024085804,101910.51066104569,232715.04231490177
TotalStaminaSpent,recovery_rate,9786.49481953898,6667.440667632042,17406.07757578079
TotalStaminaSpent,k_aero,3246.5820805277,3984.8452645621082,9337.191752152312
TotalStaminaSpent,c_roll,12006.746190167554,15031.08749864906,34856.410889560946
TotalStaminaSpent,ref_speed_frac,54613.95761617566,37332.70098702322,89142.90348466799
TotalStaminaSpent,k_s,43419.437645606784,28099.75475867904,76423.76561972566
TotalStaminaSpent,breakaway_speed_frac,60078.02878343491,50439.565125638546,119426.08151550149
TotalStaminaSpent,breakaway_cooldown_steps,10830.866415355526,8822.201552063365,22396.31856158564
TotalStaminaSpent,utility_decay,2859.1822958533435,3296.501236091145,7700.6330166560465
TotalStaminaSpent,evo_noise,2709.748331870902,2455.955831744021,6151.364901670728
TotalStaminaSpent,sim_scale,0.0,0.0,0.0
TotalStaminaSpent,evo_bottom_frac,5932.333422826968,5198.915244493076,13272.109686709797
TotalStaminaSpent,evo_top_frac,2371.5476370337774,2288.7501876553215,5832.279697242715
TotalStaminaSpent,imitation_mu,3037.257150289209,2824.9983991567015,6606.8517781038645
TotalStaminaSpent,n_agents,91031.85161188958,56995.66429756457,147961.4115205538
TotalStaminaSpent,n_teams,4749.972781935081,4525.845248516555,10822.865403974662
MeanStaminaSpent,w_max10_mean,134.4434229504621,132.51691260675267,306.8095698278343
MeanStaminaSpent,w_max10_std,77.55131880997706,56.730737753108265,155.08278327892447
MeanStaminaSpent,cp_fraction,1112.8360236491021,690.8677350182252,1735.1115686338949
MeanStaminaSpent,recovery_rate,150.81541767223447,118.34788187702954,288.14994033617756
MeanStaminaSpent,k_aero,28.811815876355997,31.47852159969701,78.2920845711379
MeanStaminaSpent,c_roll,124.10698290607779,105.50203154882773,253.5644155828234
MeanStaminaSpent,ref_speed_frac,642.0503794996658,345.83733868894643,756.6492573427718
MeanStaminaSpent,k_s,512.9601412977811,295.9959497923731,709.7581055699396
MeanStaminaSpent,breakaway_speed_frac,480.28131881915533,345.3998604096376,889.3063735804822
MeanStaminaSpent,breakaway_cooldown_steps,104.29038353853552,92.6946393507672,252.57649828936806
MeanStaminaSpent,utility_decay,24.522583561292663,23.4347454370947,60.94795790882519
MeanStaminaSpent,evo_noise,33.22835897424807,23.33233973976624,71.72903220499028
MeanStaminaSpent,sim_scale,0.0,0.0,0.0
MeanStaminaSpent,evo_bottom_frac,103.44281749526394,93.32941206233734,213.22709540079424
MeanStaminaSpent,evo_top_frac,41.800210039343504,33.57795731683352,92.3612581640783
MeanStaminaSpent,imitation_mu,65.81282272731687,60.72836646024282,158.19879301797522
MeanStaminaSpent,n_agents,103.24262126045453,91.12141181040103,206.79918078884745
MeanStaminaSpent,n_teams,27.01311040520411,23.756278421841127,58.53658816418958
