ks_bin_label,breakaway_bin_label,mean_finish_time,mean_stamina,group_time_frac,coop_alpha,leave_alpha,follow_alpha,n_runs
0.714,0.857,1533.9102686452857,0.998858281768297,0.5833608625287265,-0.5894858528743955,2.145054946499457,0.8697864396463941,39
0.714,0.873,1507.8374254088594,0.9988381784063654,0.6048718997186845,-0.7615583915153002,2.2355644652077395,0.8668456924832697,39
0.714,0.887,1552.7854702735667,0.5129169615281285,0.5476799928120039,-0.14233647278728803,-0.5011250560397142,0.584547235531721,34
0.714,0.903,1662.0860279865897,0.3653845753159536,0.5704549974954328,1.1847449344835517,-2.872765685479301,0.012488327259366841,43
0.714,0.917,1733.3046982753224,0.3643255504427092,0.6625531050965323,1.5383181931049592,-2.9470679364365444,-0.9137486965227125,28
0.714,0.932,1754.3906045947933,0.38945588429262834,0.6762188528968079,1.7496207666693986,-3.690381438741125,-1.3467782258417813,32
0.714,0.948,1776.523018427786,0.4300160112630648,0.6682424300980963,1.6339584776106755,-3.8987353680139094,-1.3760811828098531,37
0.714,0.962,1796.5742388345243,0.46367770770097155,0.6955155486314784,1.0667253793156668,-4.054574973077025,-1.7720214550618065,37
0.714,0.978,1799.442712660023,0.47131791300150944,0.7359100527724967,0.9556891512882955,-3.9794013168388798,-2.4043248975173794,37
0.714,0.992,1806.7004967723117,0.43895208460674673,0.7208659044039388,1.224604840602638,-3.9215855772110406,-2.0671344236804434,33
0.745,0.857,1529.5494988862104,0.9988556922486558,0.6013521304836574,-0.9927500982536719,1.9989595149984347,0.9193320773740729,32
0.745,0.873,1507.7202676227112,0.9988390406338419,0.5542486181650507,-0.6016871802914124,2.402954804693665,0.9680034856579465,39
0.745,0.887,1537.7303792225828,0.5316771346424696,0.5654723605179607,0.19969198843805155,-0.487567187204635,0.7078667372933051,35
0.745,0.903,1629.205390701146,0.3336350449513633,0.6095796098113229,1.1033138701167426,-1.845981121419918,0.5651301571342858,30
0.745,0.917,1681.738635523534,0.4300689824705961,0.6707346876868538,1.5681828057404497,-3.035105524352699,-0.7477063340591515,39
0.745,0.932,1711.5465583650991,0.46766292123795483,0.70543800728085,1.147347472699254,-3.619759180347575,-0.7475801874553245,38
0.745,0.948,1715.1248633913613,0.5216556405599347,0.7346054167443191,0.8058767028130869,-3.3528443634569185,-1.9506373308553768,32
0.745,0.962,1723.2818062782583,0.4819996471971162,0.7690795197824135,0.5161302791252821,-3.2926631480618864,-2.419199310223726,38
0.745,0.978,1749.0783524450658,0.5248541911418855,0.7189253311962933,0.9200794413121282,-3.1527969921508965,-2.411002606729805,30
