metric,param_1,param_2,S2,S2_conf
MeanExposure,utility_decay,k_s,0.006860092964106168,0.0201502649055789
MeanExposure,utility_decay,n_agents,0.015656056049725746,0.02002315769935867
MeanExposure,k_s,n_agents,-0.010347272157430316,0.11623837185068885
TotalTime,recovery_rate,breakaway_speed_frac,0.0011610344882561272,0.0028643803396349076
TotalTime,recovery_rate,utility_decay,0.0012649397820100386,0.002887156453483021
TotalTime,recovery_rate,k_s,0.0012326347124064704,0.003004059464678284
TotalTime,recovery_rate,n_agents,-1.972722752741074e-05,0.003299638534193076
TotalTime,breakaway_speed_frac,utility_decay,-0.004015265085723033,0.01596735632210016
TotalTime,breakaway_speed_frac,k_s,0.002999682802637932,0.0159809568225658
TotalTime,breakaway_speed_frac,n_agents,0.0060896541658087555,0.01593549720884219
TotalTime,utility_decay,k_s,-2.996477153927729e-05,0.0019448754479048551
TotalTime,utility_decay,n_agents,0.0012607391991508177,0.0018568809581488385
TotalTime,k_s,n_agents,0.02012888509273525,0.03832611939489209
MeanTime,recovery_rate,breakaway_speed_frac,0.011503532612209297,0.02102123046149037
MeanTime,recovery_rate,utility_decay,0.013572647848566552,0.021217903621338473
MeanTime,recovery_rate,k_s,0.01140295973882921,0.021053137899084848
MeanTime,recovery_rate,n_agents,0.014481593197496194,0.02045860325627246
MeanTime,breakaway_speed_frac,utility_decay,0.0017513825333631706,0.07549476763244076
MeanTime,breakaway_speed_frac,k_s,0.21735482797245465,0.0942554119355517
MeanTime,breakaway_speed_frac,n_agents,-0.0041763272754359836,0.07400028762591072
MeanTime,utility_decay,k_s,0.000831746970535896,0.015874101650969436
MeanTime,utility_decay,n_agents,0.0056034500343058805,0.013787510362046795
MeanTime,k_s,n_agents,0.03769545439311042,0.09936824875065386
TotalStaminaSpent,recovery_rate,breakaway_speed_frac,-0.019551423995127992,0.02560789052962162
TotalStaminaSpent,recovery_rate,utility_decay,0.0037146773135650294,0.0221956042231095
TotalStaminaSpent,recovery_rate,k_s,-0.000653945607475892,0.02290612689173013
TotalStaminaSpent,recovery_rate,n_agents,-0.0006264688874902669,0.023734092672682977
TotalStaminaSpent,breakaway_speed_frac,utility_decay,-0.02009060700990288,0.09008936586699862
TotalStaminaSpent,breakaway_speed_frac,k_s,0.1946634010061385,0.10027996798056744
TotalStaminaSpent,breakaway_speed_frac,n_agents,0.07856832584627393,0.12154884923552581
TotalStaminaSpent,utility_decay,k_s,-0.001175303762355362,0.018951172882369714
TotalStaminaSpent,utility_decay,n_agents,-0.008341437947137847,0.017532811225373736
TotalStaminaSpent,k_s,n_agents,0.15868772702306583,0.13840027256734483
MeanStaminaSpent,recovery_rate,breakaway_speed_frac,-0.01326254869417004,0.02987659667499206
MeanStaminaSpent,recovery_rate,utility_decay,0.014119258497977627,0.025529009842974137
MeanStaminaSpent,recovery_rate,k_s,0.009445664630954365,0.027128965554189657
MeanStaminaSpent,recovery_rate,n_agents,0.013951361111765082,0.02605530598033627
MeanStaminaSpent,breakaway_speed_frac,utility_decay,0.0075068158418685055,0.09548308250309165
MeanStaminaSpent,breakaway_speed_frac,k_s,0.3304822610055505,0.10999213942116964
MeanStaminaSpent,breakaway_speed_frac,n_agents,0.015741644901255902,0.09950615395055751
MeanStaminaSpent,utility_decay,k_s,-0.002206561779404148,0.023051565942652723
MeanStaminaSpent,utility_decay,n_agents,-0.011399048625740416,0.02596920024109457
MeanStaminaSpent,k_s,n_agents,0.050353112705123215,0.11535309606881625
