generation,n_finished,effort.alpha_mean,effort.alpha_std,effort.beta_dist_mean,effort.beta_dist_std,effort.gamma_team_mean,effort.gamma_team_std,effort.delta_energy_mean,effort.delta_energy_std,effort.gamma_match_mean,effort.gamma_match_std,sustain.bias_mean,sustain.bias_std,sustain.k_gap_mean,sustain.k_gap_std,weights.lambda_speed_mean,weights.lambda_speed_std,weights.lambda_energy_mean,weights.lambda_energy_std,weights.lambda_risk_mean,weights.lambda_risk_std,weights.beta_loss_mean,weights.beta_loss_std,utility_mean,utility_std,utility_min,utility_max,utility_range
31,50,0.09579586510166552,0.11671608989973481,-0.33579949674095494,0.1037406788048281,0.35473735996023437,0.2773958864463819,-0.5046385635171239,0.06939825228537756,-0.4258429454518776,0.13139922635431672,-0.39897940873642435,0.2700950008624794,0.27690897427225203,0.11783700768251636,1.1044308025524663,0.2861500779480643,1.4660566172810534,0.3527251788062651,0.456533676674875,0.14948215735180756,2.0531385321933717,0.14074343979988907,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
32,50,0.09892622050817339,0.11969337127212652,-0.3296807004104825,0.10193356771087589,0.37331343678053724,0.2746781654731099,-0.5040745483629578,0.0691735600383946,-0.4329765186911731,0.11827662378822106,-0.39124168965607775,0.2594903886021741,0.2805869104460233,0.11599548003584989,1.111589489085316,0.300079757703938,1.4951506791706373,0.34759276630571034,0.46372059274555744,0.15046973302860728,2.065268625658623,0.14381650383686867,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
33,50,0.08834907327527863,0.1161049472460763,-0.33451598685620526,0.09271061086117476,0.364094463905181,0.27022122377086216,-0.5050552169506348,0.06365736926085987,-0.425452026323709,0.11054248586071308,-0.405412621187562,0.2524605562407259,0.2837246126112028,0.11207587789562959,1.0827685307380899,0.28816656968245263,1.4996755791846992,0.3444579527313671,0.4511381283659624,0.14334069062294635,2.0556348346812636,0.13575578641370492,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
34,50,0.07323064016562014,0.11912735731385675,-0.3320340401440948,0.05355549472617602,0.3662894247295104,0.1953315760414842,-0.49012293266543366,0.06909216888766749,-0.42882897505477063,0.10979728727550282,-0.38719889122715107,0.204760999342703,0.2918890793936266,0.06993966754797022,1.0596632937848434,0.2605069798403971,1.5548386054186831,0.21987034238266678,0.43612218125505875,0.13893234230251486,2.0546058635377267,0.08780443626334553,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
35,50,0.07508454189510667,0.11730633665187966,-0.34409438208586596,0.056157407107293736,0.3380405008153143,0.20003599701415187,-0.49338456903844297,0.06868582032305547,-0.4344238408068728,0.10946172705623029,-0.35412314180441073,0.18949025404136496,0.2766735770570431,0.07480516126807736,1.0811818997374731,0.2544302022391649,1.5143719228574142,0.22730793985261297,0.4392992245502499,0.13612005914807465,2.036707760901888,0.08540670658112381,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
36,50,0.060434843387531176,0.11538649168379381,-0.33641600188960913,0.05572751066235804,0.30866085043772246,0.19201032909056276,-0.490999775039833,0.06856218006603805,-0.43041274514925515,0.09988018330436187,-0.3456736663653051,0.16850374939934387,0.26734354278465267,0.07098260923536086,1.0791089999769414,0.23830680188986378,1.500748262129479,0.22252755052030684,0.4302773031767328,0.12956453131491757,2.039310389948815,0.0869049480791319,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
37,50,0.052835765143479194,0.1042063569149131,-0.3411528254834982,0.05539896226060189,0.295953883303029,0.16886662364818705,-0.49088549303402806,0.06652860373001648,-0.4254938807440409,0.0953628519890186,-0.34821248590210746,0.15978278937480206,0.26232462020950553,0.06489605756378038,1.062008394371184,0.20761559037686628,1.4882962926996084,0.21343027851356616,0.4244915433077218,0.11063902818080312,2.03043596950603,0.08327746041158661,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
38,50,0.04701134022239282,0.107262752372329,-0.3357714876837445,0.042052776726664985,0.30242494898014255,0.1624743354631085,-0.4733391387543482,0.06668651657016174,-0.4077659891345496,0.08159926565457191,-0.32840856198746565,0.15491046186963775,0.2723194336794061,0.06238750573229729,1.0718190120663118,0.20778784122482188,1.5158541497046778,0.18786280985673234,0.43158656783310345,0.11941442586435501,2.026157642313888,0.06302190125207253,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
39,50,0.049446325920624395,0.10669014942687018,-0.3409619785497137,0.043414682585555614,0.30058479317790104,0.15824255659729572,-0.47652570760230006,0.06683022155737733,-0.4138445191036282,0.08275367112074013,-0.3181152469999622,0.12445423225311325,0.2695990291736793,0.06014594478465412,1.0764081527219937,0.202446580861057,1.511580885428685,0.18487672681182712,0.4326290470703876,0.11803485573110196,2.0227932638536967,0.06087558943781295,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
40,50,0.04268666884680964,0.09879516642994919,-0.33982851663800234,0.041064436682293426,0.2935474503337977,0.14193546760424863,-0.47848527164400795,0.06400877477268418,-0.41658235290415946,0.08722090742348264,-0.32610777590721846,0.12902390120841675,0.26847094973890695,0.05488533416023838,1.066554954549521,0.1850064124367648,1.5034957702790164,0.16562457918345763,0.42616037660028994,0.1117898553619315,2.025267507654549,0.05761297371903006,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
