param_i,param_j,S2,S2_conf
recovery_rate,breakaway_speed_frac,0.0054603224186179425,0.08711007073772026
recovery_rate,logit_lambda,0.06738049851913773,0.13351230966436606
recovery_rate,k_s,-0.11419943491467488,0.13302118387119236
breakaway_speed_frac,logit_lambda,-0.07440079772468164,0.17368742385061925
breakaway_speed_frac,k_s,0.1879741447728439,0.19291136373050755
logit_lambda,k_s,0.007815777845184169,0.1164444109198239
