ks_bin_label,breakaway_bin_label,mean_finish_time,mean_stamina,group_time_frac,coop_alpha,leave_alpha,follow_alpha,n_runs
0.925,0.917,1412.5363790090234,0.6572406017026304,0.9465723549640874,1.015659736667929,-1.0651993954752585,-3.4620357237227726,35
0.925,0.932,1419.624230028474,0.592745119232529,0.9435412085184877,1.484792024352364,-0.4506167613682465,-3.3181497855094415,33
0.925,0.948,1426.3970827150165,0.5893081459160177,0.9243274098625893,1.802644255683326,-0.5613335652358458,-3.809750575866646,35
0.925,0.962,1408.7821075010634,0.7482846581248943,0.9631619009186559,1.3790107368866225,-1.2076921038202577,-4.000122758113956,42
0.925,0.978,1406.9936799708657,0.8594721436046318,0.984825897995489,-0.7304452476671633,-1.4134645630882494,-2.558890317106495,26
0.925,0.992,1407.466362257372,0.8804407204699747,0.9927714043605048,-0.5779828941726893,-1.5851221957410593,-3.508478729003665,36
0.955,0.857,1443.9775677030998,0.8038478316125262,0.6879798522528274,-0.6329079424783287,-0.016658530182119227,-2.3416064187393966,44
0.955,0.873,1445.7082420797456,0.742098553519917,0.5972152143388406,-0.6969460435579136,0.6306953043826875,-1.3837658041305003,31
0.955,0.887,1437.7425444461726,0.6405265287624117,0.7873372010342067,-0.751638097227369,-0.23617671176396474,-2.139831148150417,27
0.955,0.903,1366.7778446171837,0.746102633230949,0.9580300975525592,1.0370628258558858,-0.478999659954803,-3.4916855616156863,41
0.955,0.917,1391.1332586288602,0.65901675420928,0.921744449932183,0.5684898079640023,-0.8779140952832329,-3.910884887011622,36
0.955,0.932,1377.3276602539781,0.693725906647202,0.9449408084573597,-0.1490381761928132,-0.8996221954198729,-3.7621044658814142,36
0.955,0.948,1379.66675151133,0.6756671176063554,0.9427696434674997,0.6020933271259297,-1.147382940447246,-3.5997279873668293,37
0.955,0.962,1354.8264088241933,0.8833917248691852,0.9941613551839144,0.39321628583586454,-1.68218962082798,-3.149005592286866,33
0.955,0.978,1366.3270144549592,0.9218236857977642,0.9942725160581054,-0.673670885327784,-1.4999527468615421,-3.732044240559512,35
0.955,0.992,1359.0677008468078,0.9343840378985334,0.9973471918832175,0.1253542589290232,-1.9362118957871628,-3.8406947308766815,39
0.985,0.857,1459.4454320341324,0.8347317307662393,0.6179640750366641,-0.24999246786537263,0.5894111600441544,-1.5709226002504606,33
0.985,0.873,1455.7836362318415,0.7489005163924571,0.5547719922832703,-0.7199571523227715,1.2289294563858544,-0.9502027009036972,37
0.985,0.887,1441.5676573301826,0.6286909401003883,0.8005478477027462,-0.1274257625340712,-0.8448897421690021,-2.7997069184818546,37
0.985,0.903,1337.5292877505137,0.7956683547707029,0.9614699856682115,1.141127375341596,-1.5880845830251866,-4.31756514080501,34
0.985,0.917,1341.643152845237,0.7883427893289352,0.9541245033338018,0.6685562060248816,-1.5638178398064804,-4.1551411519361805,38
0.985,0.932,1332.4378956996616,0.8310954524490618,0.9580441725696323,0.9204876360604796,-1.5548438123443473,-4.281482409283969,34
0.985,0.948,1311.7053035530707,0.9020114812401413,0.9941787282405522,-0.058966893276077514,-0.8885363863938651,-3.858732039963194,35
0.985,0.962,1316.9990485543115,0.9330790471172885,0.9969706735053994,0.9301424925663353,-1.06179232018004,-4.210523194992281,35
0.985,0.978,1398.3883857483058,0.8362275039657266,0.9015222096327282,0.3414716885820986,-1.7546613115524394,-3.7310089231562236,40
0.985,0.992,1324.8297191108386,0.948294010977136,0.9972196250400958,0.38029076640080195,-1.4064762428995008,-3.890116498706732,39
