generation,n_finished,MeanStamina,NumGroups,Breakaways,MeanExposure,effort.alpha_mean,effort.alpha_std,effort.beta_dist_mean,effort.beta_dist_std,effort.gamma_team_mean,effort.gamma_team_std,effort.delta_energy_mean,effort.delta_energy_std,effort.gamma_match_mean,effort.gamma_match_std,sustain.bias_mean,sustain.bias_std,sustain.k_gap_mean,sustain.k_gap_std,weights.lambda_speed_mean,weights.lambda_speed_std,weights.lambda_energy_mean,weights.lambda_energy_std,weights.lambda_risk_mean,weights.lambda_risk_std,weights.beta_loss_mean,weights.beta_loss_std,utility_mean,utility_std,utility_min,utility_max,utility_range
0,41,0.058764151003099466,21.381546134663342,41.47381546134663,0.9780564690299239,-0.017067527984663256,0.9771867668520648,-0.03225558658005685,0.9268338913492427,-0.02564510809785468,0.9849737599397965,0.1955031430886492,0.8022023950998518,0.17417788287143626,1.1011577382064524,0.06489987966264224,1.0415576196195204,0.5230107821536214,1.171959923289298,1.1388232587622646,1.095575109940995,1.0716730534531227,0.9531706802735612,0.4418698857522166,0.5934740904831703,1.5746394666611014,0.5837231834354264,0.12132978211632718,0.3613258662826276,0.0,2.0,2.0
1,37,0.061227204634308544,24.07730673316708,41.927680798004985,0.9791616137812518,-0.1615886561298172,1.046808441542745,-0.0583569786978471,0.8763741664657712,0.025958377459828482,0.90223597024356,0.22496575800935226,0.7782108687766437,0.30616295142660077,1.0075298865966595,-0.23807317101845096,1.0138208567884108,0.2988017804310322,1.1579670179000527,1.279421038400798,1.0167315720509469,1.205978129794198,0.9503672334966516,0.28763382799149906,0.5599490163554812,1.5540395535317282,0.5346611742904328,0.12132974593634706,0.36132587843149117,0.0,2.0,2.0
2,36,0.059954045795654165,25.71571072319202,42.02743142144639,0.9814204246967999,-0.24935509508859224,0.9885690351678078,-0.13161530319415143,0.8524425773429113,-0.13407466061028375,0.9353964919991823,0.2433729289507025,0.7382674894923438,0.19468106522842457,0.952956545265132,-0.25632559316320697,1.0446783019908346,0.3595916732886833,1.1420214873742347,1.2754531782561198,0.9793355756926682,1.1906546750782396,0.8958131268405956,0.2797782317020288,0.5074861181722176,1.566692303370638,0.5139973171432749,0.12132972364073229,0.36132588591810844,0.0,2.0,2.0
3,37,0.0604775339980308,25.127182044887782,41.85037406483791,0.9794170652755079,-0.24716157424859383,0.9816633631094096,-0.08540919006552987,0.8583460235945973,-0.14818990323992615,0.9638815476712158,0.30241337773907223,0.7435490167017133,0.21876537598665224,0.9709974098643173,-0.19704472837864193,1.036533375495439,0.4003016921855257,1.171651717675326,1.3185722974518472,1.0367487529919084,1.1823929314859771,0.875256862571181,0.28183272815244265,0.5088615399411317,1.55653029793215,0.5131096196639316,0.12132974593634706,0.36132587843149117,0.0,2.0,2.0
4,38,0.060222168006100155,24.56359102244389,42.03491271820449,0.9801243145057797,-0.210640268248464,0.9765198333403672,-0.11488119816084248,0.8583893853901442,-0.17864395748423018,0.9565989117255501,0.27801634671183745,0.703610664035495,0.1880519576466298,0.9241264865805807,-0.22395857585929796,1.0643691118993512,0.3385992414188586,1.1174040139171395,1.3420696394766607,1.0565637421497045,1.119428598891067,0.8562434460472795,0.2638166916727634,0.5171146373357153,1.534543001205226,0.5124019673272322,0.12132976088154458,0.36132587341305306,0.0,2.0,2.0
5,38,0.05936931081227807,23.28927680798005,42.04488778054863,0.9784278271336294,-0.23315897069807387,0.9570861809109643,-0.09190802199985956,0.8394252909469653,-0.07643470660080051,0.933986811227194,0.4138201559482846,0.7877306286563587,0.3269054813677254,1.0024637325095103,-0.19569297166963764,1.0033224790199167,0.5616943219721191,1.1909226927942171,1.289077751542417,1.0061592555508336,1.2228184961433226,0.8744535303306974,0.2944276398081529,0.5031934551753139,1.5815473668783169,0.5098681358976775,0.12132976088154458,0.36132587341305306,0.0,2.0,2.0
6,38,0.05959793343377733,24.13216957605985,42.084788029925186,0.9786943746187999,-0.2709400345716302,0.9970000508064356,0.005526623923266422,0.8760518949458429,-0.215569324194134,1.00014832539312,0.29120623188125905,0.7438692669902097,0.1440829341806846,0.9809170166963186,-0.08681349113451778,0.9794342700876626,0.425147328618466,1.128739532945016,1.293900276030507,1.0574654211103667,1.1886785015461876,0.8468665008759959,0.305397615993977,0.511299671545594,1.5725571607290203,0.5116516204654797,0.12132976088154458,0.36132587341305306,0.0,2.0,2.0
7,36,0.05964705545727886,24.112219451371573,42.01745635910225,0.9798373021733794,-0.1972072582204758,0.9546794608844709,-0.11494661831570066,0.8565313477575228,-0.1983961160058188,0.9785004304018624,0.2824179981449532,0.7352823100147808,0.16054591003988292,0.9564220808014501,-0.18277496143137784,1.0339721460825562,0.4018684908990845,1.1345378545233265,1.2915939763849753,1.0244844995796016,1.1249785818468514,0.8468232572309782,0.2739323565042391,0.5178368335492635,1.5661972448045305,0.5118808248974618,0.12132972364073229,0.36132588591810844,0.0,2.0,2.0
8,36,0.059548797243876676,25.037406483790523,42.03990024937656,0.9822573273598466,-0.25588540698994566,0.9828334183337312,-0.05664669159467023,0.8960893147133903,-0.27608793328058384,1.0065221156083748,0.2120326896553108,0.7198050190816224,0.08448360086001759,0.9712224396378712,-0.1497068539715194,1.024914514622279,0.35754435263506223,1.104430143969158,1.2275076261269469,0.9809565448008294,1.1374061627160923,0.8301469075195967,0.2893853643575787,0.505469693552578,1.5667511206616056,0.508778505473557,0.12132972364073229,0.36132588591810844,0.0,2.0,2.0
9,36,0.058869872243544785,25.93765586034913,42.204488778054866,0.9829399748485127,-0.16594250759972254,0.9590519122599462,0.01378030891969824,0.8577577631507801,-0.2147389984349395,0.975354031295214,0.31744986244358897,0.7299322390887654,0.19831017982321852,0.9546782750633404,-0.055209747347756154,0.9868469058945132,0.4204489422647635,1.1396477042760218,1.3871571673706296,1.1411135050199275,1.135810509437269,0.8402865375832033,0.2568007521592026,0.5209461684444645,1.5341491011864474,0.5177988458664279,0.12132972364073229,0.36132588591810844,0.0,2.0,2.0
