seed,agent_slot,w_max10,change_l2,change_mean_abs,change_rel_mean_abs
32,0,491.67358259589315,19.748653951062984,4.320718035024942,0.8253007490385015
32,1,472.03881117330235,16.730854165965642,3.3470407054223497,1.9994180885841184
32,2,402.1652453038551,22.04980457154417,5.671510690709522,2.619900071584352
32,3,587.9344979485387,15.571144389113178,3.783422066410878,1.2858857384352387
32,4,341.4928317470344,22.865509210783415,5.011786933404358,1.4411435201861091
32,5,452.5554130572605,16.959892363434903,4.066028891078044,135.8454051778891
32,6,515.5388255810461,20.34770642041926,5.061367432517564,2.514719879356618
32,7,497.7649881099768,15.355967177867416,4.103297834049125,3.4072782966441846
32,8,495.661220255237,26.523304853091286,5.917771981341087,1.5460633501170649
32,9,381.0297805974783,23.522787198537205,4.606842890218895,0.9707873915358404
32,10,582.129887794112,10.653722544545207,2.446406731414772,1.7548792208370267
32,11,402.1494900547493,15.167848455920778,3.4131893554137545,0.833474632430152
32,12,448.1899904090432,19.445147430455076,4.8354511827167705,1.5275506540097423
32,13,451.90429839792847,23.16870344486966,5.211658403603576,4.720980162361315
32,14,451.16976951707295,16.369269819860307,3.870641054354779,1.3711226427779704
32,15,414.6667851451807,12.748636381095244,3.33766212477478,1.4131028249129463
32,16,559.9536660528195,15.890816623080509,3.7396755835184297,0.9183041800165607
32,17,456.50915343710716,19.955819817424715,5.078901846062588,5.51982949121437
32,18,521.2919805867903,19.1709878533788,4.477658883535343,1.207419997134358
32,19,341.97484506270405,13.649214207276748,3.334534196832743,1.8859590867634686
32,20,493.7000326495811,13.048322149003397,2.9299094590079133,1.4659016350293215
32,21,436.8369093363971,22.21467909153361,5.254689969183941,1.012944315896199
32,22,480.07247848487043,19.061124008559766,4.001458005369712,1.302984222048445
32,23,466.9036946541021,14.597532709428746,3.3044062149429267,1.6411123629899989
32,24,482.8086881003951,21.69645978860417,5.122804436703385,1.5091143717583015
32,25,445.38229164867204,19.609802877292076,4.766203247396002,1.3886947839682653
32,26,457.375712379065,16.597965192758004,3.8127985043610417,2.332732481866479
