generation,n_finished,MeanStamina,NumGroups,Breakaways,MeanExposure,coop.alpha_mean,coop.alpha_std,coop.beta_mean,coop.beta_std,coop.gamma_mean,coop.gamma_std,coop.delta_mean,coop.delta_std,leave.alpha_mean,leave.alpha_std,leave.beta_mean,leave.beta_std,leave.gamma_mean,leave.gamma_std,leave.delta_mean,leave.delta_std,follow.alpha_mean,follow.alpha_std,follow.beta_mean,follow.beta_std,follow.gamma_mean,follow.gamma_std,follow.delta_mean,follow.delta_std,utility_mean,utility_std,utility_min,utility_max,utility_range
0,0,0.8841617598668994,8.59351620947631,20.32418952618454,0.20111630022453264,0.5045148857476672,0.10336282991468458,20.012169018790914,0.09882365268320782,1.0009787881068841,0.09613509935724414,-2.983556122185496,0.09261772797544844,3.009031141845526,0.09878735736292148,-20.001026015713318,0.1087113434843818,0.006786423711585839,0.0990161423285,-0.005171322464625182,0.09889844378462834,-20.008483293411377,0.09233304377516564,0.006099714891597226,0.10660624266891154,0.018849259106843617,0.11303104764449758,1.9511590706769374e-05,0.1078509641141856,0.0,0.0,0.0,0.0,0.0
1,0,0.8849104928297602,8.528678304239401,20.19201995012469,0.20020768018277507,0.4971224682520491,0.09700251666638786,20.024630249515663,0.09609007850431699,1.018234344195703,0.09151498491021179,-2.9914011895793484,0.09155206556518737,3.007562538396216,0.09527662924927806,-19.998478934002026,0.09576459881548154,0.011688441166072311,0.0945587615892396,-0.005740228280034263,0.09750074833673834,-20.01231920826455,0.09423396724503885,-0.00023809119060173959,0.1022081647623456,0.027923837675571446,0.11791188239010614,0.012484068080634795,0.10711413013959971,0.0,0.0,0.0,0.0,0.0
2,0,0.8809198343557193,8.331670822942643,20.049875311720697,0.2010092628683646,0.49718812523164574,0.09367848397208148,20.033328841282298,0.0998439284764847,1.0272776556597092,0.09518132411742035,-2.9897615318154154,0.0945025279615858,3.004358968960244,0.09410578922858012,-20.002345871224513,0.09705473054375258,0.010053699317786118,0.0935976451299183,-0.007800920613340998,0.09650328614995646,-20.025943130345137,0.09350193828568436,-0.0029118546873381345,0.10334703216941496,0.02417215567875592,0.1090626872577797,0.020522819808500906,0.101211738502955,0.0,0.0,0.0,0.0,0.0
3,0,0.8827406308188636,8.034912718204488,20.48877805486284,0.20131720207387827,0.4880097363051345,0.09120155560505078,20.035666805330674,0.09284890907784,1.033199866099664,0.0928714480645543,-2.983608708603256,0.08621302424273648,2.9992163736726356,0.09024312434976214,-19.995088282173647,0.0956820603914607,0.011489319364254232,0.0888833979470302,-0.015601802740096739,0.09493725571617315,-20.02625348935346,0.09108025326507893,-0.006150551020139781,0.10672119384390227,0.023302086321213455,0.10941347642071153,0.024770185924782483,0.10115373903200936,0.0,0.0,0.0,0.0,0.0
4,0,0.8860585185233716,8.536159600997506,20.281795511221944,0.19933507999185895,0.48933682701618153,0.08320027011075082,20.036315581757375,0.09360716166880471,1.0382378508970924,0.09425458720692685,-2.9850654277542255,0.08638502528989137,2.999774999668398,0.0909384241889598,-19.993528888500443,0.08627386265227285,0.018744949331697444,0.09304460918963924,-0.015736924505413457,0.09471003529457665,-20.030504886822158,0.09292634386837473,-0.004815819171591873,0.10241664848861422,0.021896162187532573,0.1082122246948808,0.02686151421681634,0.1016848175544569,0.0,0.0,0.0,0.0,0.0
5,0,0.8835377664343829,8.87780548628429,20.31920199501247,0.20178257042977413,0.4900221201879939,0.08084007564403448,20.03637729874092,0.09369751337521863,1.0437522939337442,0.09566316807581064,-2.989762975961352,0.0854037421835052,3.000065211475069,0.09194518499313573,-19.986878278033032,0.08312355131728887,0.020027683777861596,0.09484686144507261,-0.015526156149694463,0.089277460775125,-20.0347437033215,0.0952001064846639,-0.0046804239281553525,0.09894443556832604,0.019696827150478553,0.11596923173617124,0.027745899481481203,0.09837157281641484,0.0,0.0,0.0,0.0,0.0
6,0,0.8836531523396032,8.381546134663342,20.533665835411473,0.2037865103133827,0.48669245728993143,0.07521483716655619,20.039962454577783,0.09181141387954184,1.0454784134229018,0.09506893329005925,-2.990674074657295,0.08670099079079018,2.997552716283504,0.09358829409999599,-19.986967276584952,0.0839811024296645,0.021428407458495627,0.09507429284415514,-0.01025981633345655,0.08493763589586392,-20.034277232050297,0.09627194826107449,-0.005173435274741727,0.0964015184023712,0.02348558157854218,0.12179041145357056,0.027331066660194737,0.09609728322918956,0.0,0.0,0.0,0.0,0.0
7,0,0.8816274985278422,8.735660847880299,20.22443890274314,0.20152491035761344,0.4832388163901195,0.07560764390786974,20.041172260874962,0.0909576524257023,1.0527498065544096,0.09719624187954219,-2.9960018716175147,0.08845664836831164,3.0049994140286875,0.08729040155407689,-19.981428149091787,0.08918341256711776,0.022931142832392757,0.09696470993290898,-0.011153106574354043,0.08116434845540982,-20.042060164265738,0.09743659045816389,-0.0011611982860121833,0.09194613208668692,0.022384844596365208,0.11951607114767988,0.02800447769875182,0.09250384316097655,0.0,0.0,0.0,0.0,0.0
8,0,0.8810217804281403,8.870324189526185,20.16708229426434,0.20349523076582057,0.4809874509507932,0.07441530071681905,20.040446997502535,0.08829599362980198,1.052343511833611,0.09429573828416135,-3.004256065568601,0.09006298981659895,3.006945230784989,0.08705296388796063,-19.983048972010927,0.08865497673305885,0.02559225559757202,0.09588723195513237,-0.012407782202966988,0.08551083714164152,-20.045833282315726,0.0956179877422578,0.007317752012021037,0.09284726294297446,0.02598938039391718,0.11763033957555159,0.02641552642010009,0.08742217364392524,0.0,0.0,0.0,0.0,0.0
9,0,0.8815269061404251,9.471321695760599,20.399002493765586,0.2059047474213411,0.4849483875922183,0.07545414844408137,20.042077897480524,0.09118096330671044,1.0478140901840496,0.0961093873499191,-3.007176801631727,0.09060219199168545,3.0047519599749197,0.08570447209840956,-19.98884321098192,0.09224672980373987,0.02714273801047173,0.08683139949097544,-0.015966173627288496,0.08841545559854505,-20.044774963877124,0.09380779025027251,0.012776998103183368,0.09246545517034517,0.026687159141623385,0.1165719358562901,0.024312988435396015,0.08674145837767994,0.0,0.0,0.0,0.0,0.0
