seed,agent_slot,w_max10,change_l2,change_mean_abs,change_rel_mean_abs
22,0,436.11826409128935,0.0,0.0,0.0
22,1,338.9448107668853,0.0,0.0,0.0
22,2,370.1704247361903,5.308401669611906,1.3346535344737118,2.785479889698853
22,3,551.6354850140559,3.8839413522663944,0.8167502784354322,1.5383599688428367
22,4,361.3380306457122,4.8026410781732976,1.1889084516588748,1.0642000818103643
22,5,339.66420351686565,3.937793661358603,0.9204431400949891,2.6713510697250493
22,6,466.43899329237024,0.0,0.0,0.0
22,7,273.66017327465767,3.722687909296101,0.8469420147210069,0.8955465274879293
22,8,410.94920176396255,0.0,0.0,0.0
22,9,410.25532214001464,3.1839642808141924,0.79844808256592,1.6974811349513872
22,10,475.27098958438694,0.0,0.0,0.0
22,11,363.55091857525315,0.0,0.0,0.0
22,12,356.21203881697096,0.0,0.0,0.0
22,13,375.005540709758,0.0,0.0,0.0
22,14,564.1019645913598,0.0,0.0,0.0
22,15,310.67014787289907,3.8064621339868046,0.9340776322015542,0.8818458760465345
22,16,387.1963058200435,0.0,0.0,0.0
22,17,561.3431510323538,3.1060024522862553,0.7472220393127843,3.2682602252339663
22,18,374.2559763449622,2.1808370485472928,0.5627291198395272,2.561042008265767
22,19,428.07615720244195,0.0,0.0,0.0
22,20,340.8825609335207,4.490647868703844,1.0917065895165883,1.5190203442360635
22,21,298.9013661995091,2.778890318167727,0.6943169812303347,1.001844613205822
22,22,398.21780041350917,0.0,0.0,0.0
22,23,284.6061900825425,2.8282410575225287,0.6483589004503156,2.3933991720644583
22,24,299.8624533961754,4.821658606842841,1.213430236209759,1.3064286132561798
22,25,299.95734308550146,3.1725063845653576,0.7218164468935198,1.18861158884423
22,26,361.23825941182145,4.3703779423605456,1.1453682351570877,2.5700634442099086
22,27,380.316822740682,3.4725127945089493,0.9009694446530161,0.8759380216806074
22,28,364.71229043260485,0.0,0.0,0.0
22,29,545.3541945795087,2.4993050807518307,0.5783599213581079,1.239854484752248
22,30,408.565486431552,0.0,0.0,0.0
22,31,410.73152966645216,0.0,0.0,0.0
22,32,444.45797025901925,0.0,0.0,0.0
22,33,363.4370302123124,2.7748885214153383,0.675370494635886,5.253274491303404
22,34,315.853820221637,4.239359279725716,1.1824479781704091,2.402036140528626
22,35,262.00369278567507,3.527413533557278,0.7174854013442981,2.5643532411181935
22,36,383.5540445552189,0.0,0.0,0.0
22,37,409.5630887142684,0.0,0.0,0.0
22,38,512.8155578329428,0.0,0.0,0.0
22,39,502.29185775581107,3.7215508715645913,0.9712964595474257,9.0724486074493
22,40,336.92863489378954,2.4736965052296793,0.6356204282143718,1.6929584280706262
22,41,481.2039068247042,0.0,0.0,0.0
22,42,427.1511382520748,0.0,0.0,0.0
22,43,356.39548614206115,0.0,0.0,0.0
22,44,370.5170425181806,0.0,0.0,0.0
22,45,403.44529620183613,4.255249316904822,1.0912377334607615,4.048119680350579
22,46,477.2144193039289,0.0,0.0,0.0
22,47,440.96289770763684,3.466685267183209,0.8609294942735289,0.8779645383900545
22,48,362.3476390896882,0.0,0.0,0.0
22,49,366.11214430788124,0.0,0.0,0.0
