metric,param,mu_star,mu_star_conf,sigma
TotalTime,k_s,17558.925,13509.983917489664,32192.065960711752
TotalTime,breakaway_speed_frac,5762.73,4333.07618460987,12623.445938248982
TotalTime,breakaway_cooldown_steps,1551.9599999999991,1256.534851800037,3153.4088735341957
TotalTime,utility_decay,1943.669999999996,3058.8551805273078,7285.813997914753
TotalTime,evo_noise,174.9450000000026,124.72827776842158,309.04908871705675
TotalTime,sim_scale,0.0,0.0,0.0
TotalTime,evo_bottom_frac,2430.3900000000035,2429.2311499821844,6705.4310266969005
TotalTime,evo_top_frac,109.81499999999569,71.48976236968848,201.98463952801197
TotalTime,imitation_mu,879.1650000000002,763.8883845873402,1775.043200148866
TotalTime,n_agents,286985.835,20701.554871819102,48998.71102949412
TotalTime,n_teams,1662.0900000000024,2155.232280913572,5757.294045807875
MeanTime,w_max10_mean,311.57772702205904,26.261508938046024,60.249301865487375
MeanTime,w_max10_std,60.24793198529403,45.03972912804472,105.45899835828594
MeanTime,cp_fraction,250.7669264705882,102.49328608027275,338.4028883995147
MeanTime,recovery_rate,20.071032169117682,21.464133181038783,59.16716407208834
MeanTime,k_aero,375.1742619485294,26.86345834492541,64.18547817995265
MeanTime,c_roll,55.3053722426471,25.867967851078355,63.111901734064276
MeanTime,ref_speed_frac,478.60882720588245,122.76220132325956,290.52020499300517
MeanTime,k_s,142.40045220588235,94.16195489737835,238.0243371092946
MeanTime,breakaway_speed_frac,56.1926488970588,46.2943830524757,118.99163103894267
MeanTime,breakaway_cooldown_steps,23.286636029411778,18.773366229550515,52.53064324807691
MeanTime,utility_decay,14.019411764705904,21.17161171698895,53.40690017701051
MeanTime,evo_noise,1.5993979779411405,1.146100699155386,2.960727087594932
MeanTime,sim_scale,0.0,0.0,0.0
MeanTime,evo_bottom_frac,21.591136948529435,21.778427600541143,52.92052169880205
MeanTime,evo_top_frac,2.139367647058856,1.8016120656351802,4.956322213400498
MeanTime,imitation_mu,16.89206158088235,26.835746380611337,56.56930903132019
MeanTime,n_agents,85.56953860294102,104.48847757660478,223.93108802227044
MeanTime,n_teams,12.436647977941174,19.114334179292243,42.31512083823593
TotalStaminaSpent,w_max10_mean,27223.357682025853,29138.222974093373,72036.67952218704
TotalStaminaSpent,w_max10_std,20574.906882628413,17901.099403064152,49817.72872559479
TotalStaminaSpent,cp_fraction,143241.40589530952,77737.86525903262,160041.81120714123
TotalStaminaSpent,recovery_rate,22528.336807837153,20673.39544710146,47810.293191590485
TotalStaminaSpent,k_aero,8301.964099729246,6788.337327062895,15477.910816068554
TotalStaminaSpent,c_roll,14192.499589518658,13333.707673604944,32137.234383072424
TotalStaminaSpent,ref_speed_frac,110222.91484892974,84000.76136933037,196260.42060923256
TotalStaminaSpent,k_s,85575.92494846623,68834.40710728097,164561.55840025976
TotalStaminaSpent,breakaway_speed_frac,57458.81537060826,59686.22369955793,156172.82358465483
TotalStaminaSpent,breakaway_cooldown_steps,3818.93223943685,3478.4978447307094,9357.26818026444
TotalStaminaSpent,utility_decay,17913.737454279835,16148.558541717459,45921.59412254863
TotalStaminaSpent,evo_noise,2542.43280487343,2089.3636100153963,6027.910519256329
TotalStaminaSpent,sim_scale,0.0,0.0,0.0
TotalStaminaSpent,evo_bottom_frac,15111.362627136743,15370.678075382571,42257.97207738094
TotalStaminaSpent,evo_top_frac,2506.5828858646087,1936.8474900077983,4881.56141517638
TotalStaminaSpent,imitation_mu,8277.343775400654,8071.420680647963,19922.01193159065
TotalStaminaSpent,n_agents,86771.28698128927,67840.87133056541,169248.43346004217
TotalStaminaSpent,n_teams,9062.978054631592,9933.441033200745,25030.353762510782
MeanStaminaSpent,w_max10_mean,240.41681588532356,228.60061120724868,482.2346063449545
MeanStaminaSpent,w_max10_std,145.97616698781093,133.50220510223372,347.31755557567635
MeanStaminaSpent,cp_fraction,1208.2102647606036,623.461267284472,1296.7835351998135
MeanStaminaSpent,recovery_rate,191.32105828362688,180.09052766629907,493.1496992755672
MeanStaminaSpent,k_aero,92.71086178249155,81.9899453249977,192.47557773724813
MeanStaminaSpent,c_roll,125.55099696741236,92.5154294880554,252.0187879927025
MeanStaminaSpent,ref_speed_frac,1098.9390877373605,564.4584965790581,1270.8186644751306
MeanStaminaSpent,k_s,725.7734517691978,471.15848024905654,1293.0686505141
MeanStaminaSpent,breakaway_speed_frac,485.8623241760216,375.5654689735381,1099.414119955452
MeanStaminaSpent,breakaway_cooldown_steps,93.55733279829256,133.5682753261602,304.3630394292572
MeanStaminaSpent,utility_decay,124.84316162350824,129.87406475335658,320.75334650925305
MeanStaminaSpent,evo_noise,20.795534671819166,18.109595266595807,47.74215773561499
